,month,day,day_of_week,binned_dep,binned_arr,binned_distance,carrier_encoded
101227,1,5,6,7,8,1,9
14843,1,1,2,5,5,1,0
85983,1,5,6,7,8,1,1
43823,1,3,4,5,6,1,0
87744,1,5,6,4,4,1,1
10373,1,1,2,6,7,1,9
10049,1,1,2,5,6,1,8
16240,1,1,2,8,8,1,1
75420,1,4,5,5,6,1,0
71815,1,4,5,6,6,1,7
17691,1,1,2,4,5,2,3
147247,1,7,1,6,7,2,1
81112,1,4,5,4,5,2,0
12533,1,1,2,4,4,1,9
4012,1,1,2,2,3,1,3
37601,1,2,3,3,3,1,0
65307,1,4,5,3,3,1,0
101250,1,5,6,8,8,1,9
92925,1,5,6,5,6,2,4
45558,1,3,4,6,8,1,3
38030,1,2,3,6,8,1,3
98154,1,5,6,7,7,1,0
125268,1,6,0,2,3,1,8
102612,1,5,6,5,6,1,9
93744,1,5,6,7,8,1,3
136649,1,7,1,6,7,1,3
40748,1,2,3,8,1,1,8
25496,1,2,3,4,4,1,8
58363,1,3,4,5,6,2,9
98321,1,5,6,8,1,2,7
96101,1,5,6,6,7,1,3
32809,1,2,3,3,3,1,9
71738,1,4,5,7,8,1,7
32181,1,2,3,3,4,1,7
126802,1,6,0,7,8,1,0
108769,1,6,0,5,6,2,9
79934,1,4,5,3,4,2,1
31931,1,2,3,7,8,2,0
125672,1,6,0,7,8,1,8
96115,1,5,6,6,6,1,3
85815,1,5,6,8,1,2,1
15093,1,1,2,6,7,2,5
56114,1,3,4,6,6,1,8
127750,1,6,0,5,6,1,4
45515,1,3,4,7,7,1,3
136217,1,7,1,3,3,1,3
131582,1,7,1,4,5,2,9
84832,1,5,6,5,5,1,5
109979,1,6,0,3,4,1,0
42559,1,3,4,5,6,1,8
103921,1,5,6,8,8,1,0
6733,1,1,2,6,6,1,0
12639,1,1,2,6,7,1,0
109683,1,6,0,7,8,1,9
148703,1,7,1,4,4,1,1
72955,1,4,5,5,6,1,9
79408,1,4,5,5,6,1,2
148189,1,7,1,7,8,1,0
106669,1,5,6,3,3,1,3
45571,1,3,4,6,6,1,3
59759,1,3,4,5,6,1,0
11562,1,1,2,4,5,1,9
110129,1,6,0,6,7,1,0
145373,1,7,1,4,4,1,8
52076,1,3,4,4,5,1,1
85056,1,5,6,6,7,1,0
45004,1,3,4,4,5,1,3
49169,1,3,4,5,6,1,9
95541,1,5,6,7,8,2,3
129581,1,6,0,5,6,1,3
127358,1,6,0,6,7,1,0
25646,1,2,3,5,6,1,8
136001,1,7,1,3,6,2,3
139012,1,7,1,7,8,2,7
149884,1,7,1,5,6,1,8
115627,1,6,0,7,7,1,0
84167,1,4,5,3,3,1,8
7701,1,1,2,6,7,2,0
77583,1,4,5,6,6,1,3
69129,1,4,5,4,6,2,8
9351,1,1,2,2,4,1,3
125628,1,6,0,5,6,1,8
55449,1,3,4,7,7,1,3
110582,1,6,0,5,6,1,0
32906,1,2,3,6,7,1,9
62414,1,3,4,6,6,1,0
105563,1,5,6,8,1,1,8
46644,1,3,4,6,6,1,8
140573,1,7,1,3,5,2,8
77374,1,4,5,6,7,1,3
2724,1,1,2,8,2,2,7
60006,1,3,4,6,7,1,0
12184,1,1,2,7,7,1,9
4157,1,1,2,7,8,1,8
10936,1,1,2,6,7,1,9
86001,1,5,6,6,7,1,1
130879,1,7,1,5,7,2,9
41605,1,2,3,8,8,1,0
111354,1,6,0,3,4,2,0
10195,1,1,2,5,5,1,9
39450,1,2,3,4,5,1,8
90772,1,5,6,3,4,1,8
109952,1,6,0,6,6,1,0
20361,1,2,3,8,1,1,2
62174,1,3,4,3,4,1,0
38361,1,2,3,4,5,1,3
42729,1,3,4,5,5,1,6
80678,1,4,5,3,3,1,0
64788,1,4,5,4,5,1,0
45471,1,3,4,4,4,1,3
133575,1,7,1,6,6,1,6
25283,1,2,3,7,7,1,8
21468,1,2,3,7,8,1,1
56516,1,3,4,5,6,1,8
84938,1,5,6,4,4,1,0
114798,1,6,0,6,7,1,5
15200,1,1,2,4,5,1,0
65281,1,4,5,6,6,1,6
15728,1,1,2,6,7,2,2
97224,1,5,6,4,4,1,0
113941,1,6,0,3,4,1,0
9606,1,1,2,8,8,1,8
103242,1,5,6,2,3,1,0
6452,1,1,2,5,6,1,0
143915,1,7,1,4,5,2,0
67422,1,4,5,4,5,1,3
47010,1,3,4,2,3,1,8
62079,1,3,4,8,8,1,0
27882,1,2,3,4,5,2,0
71142,1,4,5,7,8,2,0
149075,1,7,1,6,7,1,3
8945,1,1,2,7,8,1,3
38273,1,2,3,3,4,1,3
70351,1,4,5,6,6,1,0
49859,1,3,4,3,3,1,9
140684,1,7,1,7,1,2,8
130206,1,7,1,3,4,2,9
34834,1,2,3,7,8,1,9
77868,1,4,5,2,3,1,9
93647,1,5,6,4,6,2,3
98848,1,5,6,4,5,1,8
16011,1,1,2,2,3,1,1
49674,1,3,4,6,6,1,9
51898,1,3,4,7,8,1,1
47264,1,3,4,3,4,1,8
51504,1,3,4,7,1,2,2
31235,1,2,3,7,7,1,0
46449,1,3,4,5,7,2,8
136541,1,7,1,4,5,1,3
100359,1,5,6,3,3,1,9
7947,1,1,2,4,5,2,7
33134,1,2,3,7,8,1,9
104577,1,5,6,5,6,2,0
138917,1,7,1,3,3,1,7
109305,1,6,0,6,7,1,9
52477,1,3,4,4,5,1,1
117414,1,6,0,4,4,1,0
50427,1,3,4,7,7,1,9
111609,1,6,0,3,4,1,7
81161,1,4,5,4,4,1,0
71870,1,4,5,6,6,1,7
49315,1,3,4,5,6,1,9
1032,1,1,2,5,6,1,9
10189,1,1,2,3,3,1,9
148528,1,7,1,6,6,1,0
21254,1,2,3,4,7,2,1
109456,1,6,0,4,4,1,9
65325,1,4,5,3,3,1,0
110153,1,6,0,5,5,1,0
66631,1,4,5,7,7,1,3
56982,1,3,4,6,7,1,9
142320,1,7,1,6,7,1,9
121311,1,6,0,5,6,1,8
63622,1,3,4,8,1,1,4
96556,1,5,6,4,4,1,0
94217,1,5,6,5,6,1,3
29005,1,2,3,2,3,1,0
52376,1,3,4,7,8,1,1
67515,1,4,5,3,3,1,3
31241,1,2,3,8,2,2,0
131395,1,7,1,7,1,1,9
127223,1,6,0,3,4,1,0
102018,1,5,6,7,8,1,9
114946,1,6,0,6,8,2,5
10550,1,1,2,7,8,1,9
108807,1,6,0,3,4,1,9
11830,1,1,2,7,8,1,9
45560,1,3,4,6,6,1,3
24500,1,2,3,3,4,2,3
119651,1,6,0,3,3,1,8
129673,1,6,0,7,7,1,3
109732,1,6,0,4,5,1,9
19516,1,1,2,7,7,1,8
37354,1,2,3,5,5,1,3
142927,1,7,1,6,6,1,0
50731,1,3,4,4,5,1,5
61837,1,3,4,5,6,1,8
67668,1,4,5,6,7,1,3
122489,1,6,0,3,4,2,0
143192,1,7,1,4,5,1,2
100586,1,5,6,6,7,1,9
121458,1,6,0,6,7,1,0
56910,1,3,4,2,3,1,9
117777,1,6,0,3,3,1,0
20644,1,2,3,6,7,2,2
32290,1,2,3,4,5,1,7
15042,1,1,2,8,8,1,3
95088,1,5,6,3,4,1,3
55862,1,3,4,2,3,1,8
90409,1,5,6,6,7,1,8
27991,1,2,3,6,7,1,2
41925,1,2,3,5,6,1,3
10553,1,1,2,7,7,1,9
91809,1,5,6,6,8,2,2
88305,1,5,6,3,3,1,3
40998,1,2,3,7,8,1,8
101102,1,5,6,8,8,1,9
54413,1,3,4,2,3,1,3
94911,1,5,6,8,2,2,3
119741,1,6,0,8,8,1,8
65492,1,4,5,6,7,2,1
52911,1,3,4,4,5,1,0
81989,1,4,5,6,7,1,3
51148,1,3,4,5,6,2,0
88335,1,5,6,5,6,1,3
10898,1,1,2,4,6,2,9
7513,1,1,2,4,5,1,0
88002,1,5,6,2,3,1,3
83293,1,4,5,3,3,1,8
49642,1,3,4,4,4,1,9
138044,1,7,1,4,4,1,0
132442,1,7,1,5,5,1,9
54135,1,3,4,2,4,2,3
95475,1,5,6,7,7,1,3
7516,1,1,2,3,3,1,0
67767,1,4,5,6,6,1,3
94470,1,5,6,3,4,2,3
20216,1,2,3,7,8,1,0
109634,1,6,0,5,5,1,9
30626,1,2,3,6,7,1,0
43901,1,3,4,3,3,1,0
2408,1,1,2,3,4,1,0
91697,1,5,6,8,1,2,2
108334,1,6,0,2,3,1,9
92705,1,5,6,7,8,1,4
43460,1,3,4,4,5,1,0
498,1,1,2,3,4,2,9
150476,1,7,1,4,5,1,3
86942,1,5,6,8,2,2,0
106227,1,5,6,5,5,2,8
121453,1,6,0,6,6,1,0
104436,1,5,6,3,5,2,1
139570,1,7,1,4,4,1,3
144306,1,7,1,8,1,1,4
31134,1,2,3,8,8,1,0
67641,1,4,5,3,4,1,3
104321,1,5,6,7,7,1,1
91268,1,5,6,5,6,1,0
53417,1,3,4,4,4,1,0
39053,1,2,3,6,6,1,8
119739,1,6,0,6,6,1,8
23945,1,2,3,4,5,1,3
89195,1,5,6,4,5,1,8
147989,1,7,1,7,7,1,0
43448,1,3,4,5,8,2,0
140848,1,7,1,6,7,1,8
113736,1,6,0,6,7,1,3
9249,1,1,2,5,6,1,3
109716,1,6,0,4,5,1,9
70807,1,4,5,6,7,1,0
55628,1,3,4,3,4,2,3
18675,1,1,2,8,2,2,8
21827,1,2,3,6,8,2,0
46117,1,3,4,6,7,1,8
10351,1,1,2,5,5,1,9
13312,1,1,2,7,8,1,2
36206,1,2,3,4,5,1,1
133894,1,7,1,6,6,1,1
11098,1,1,2,8,8,1,9
13238,1,1,2,8,8,1,2
58118,1,3,4,4,4,1,9
65894,1,4,5,6,8,2,0
76738,1,4,5,8,8,1,3
62253,1,3,4,5,5,1,0
91681,1,5,6,7,7,1,2
50166,1,3,4,6,7,1,9
48018,1,3,4,4,6,2,8
38045,1,2,3,7,8,1,3
97446,1,5,6,5,6,2,0
12960,1,1,2,5,6,2,0
137360,1,7,1,3,3,1,8
20651,1,2,3,8,1,1,2
39949,1,2,3,5,6,1,8
130465,1,7,1,6,7,1,9
40386,1,2,3,3,4,1,8
33327,1,2,3,5,6,1,9
73394,1,4,5,7,8,1,9
71989,1,4,5,6,7,1,7
127975,1,6,0,6,8,2,3
71557,1,4,5,7,8,1,0
55939,1,3,4,7,8,1,8
141866,1,7,1,6,7,2,8
11910,1,1,2,6,7,1,9
121528,1,6,0,3,4,1,0
135262,1,7,1,8,1,1,3
74976,1,4,5,4,5,2,2
59598,1,3,4,8,8,1,0
46738,1,3,4,5,7,2,8
110019,1,6,0,3,4,1,0
83073,1,4,5,8,2,2,8
75189,1,4,5,5,8,2,6
42853,1,3,4,4,4,1,6
122345,1,6,0,5,6,1,0
25914,1,2,3,6,6,1,9
61570,1,3,4,6,7,1,8
27031,1,2,3,7,8,1,3
146715,1,7,1,4,4,1,2
145169,1,7,1,4,4,1,8
11272,1,1,2,6,7,1,9
97135,1,5,6,7,7,1,0
142761,1,7,1,4,4,1,0
51010,1,3,4,6,6,1,5
111334,1,6,0,6,8,2,0
10169,1,1,2,4,5,1,9
41890,1,2,3,5,5,1,3
10393,1,1,2,6,7,1,9
128290,1,6,0,8,8,1,3
50041,1,3,4,4,4,1,9
21793,1,2,3,7,7,1,0
32190,1,2,3,6,6,1,7
114207,1,6,0,6,7,1,3
145343,1,7,1,2,3,1,8
20278,1,2,3,3,5,2,2
35550,1,2,3,4,4,1,0
149792,1,7,1,6,6,1,3
42739,1,3,4,5,5,1,6
140950,1,7,1,3,5,2,8
1349,1,1,2,5,6,1,0
33060,1,2,3,4,5,1,9
5748,1,1,2,3,4,1,0
43595,1,3,4,7,8,2,0
148610,1,7,1,3,4,1,0
82317,1,4,5,7,8,1,3
43017,1,3,4,8,8,1,0
76332,1,4,5,7,7,1,4
38704,1,2,3,2,3,1,3
82105,1,4,5,5,6,2,3
79769,1,4,5,3,4,1,0
47713,1,3,4,3,4,2,8
14900,1,1,2,8,8,1,3
71364,1,4,5,3,3,1,0
141797,1,7,1,4,5,1,8
121899,1,6,0,6,7,1,0
141965,1,7,1,2,3,1,8
142496,1,7,1,5,5,1,8
83118,1,4,5,3,4,1,8
13610,1,1,2,5,7,2,0
28501,1,2,3,3,4,1,0
128559,1,6,0,6,6,1,3
110023,1,6,0,3,4,1,0
70689,1,4,5,4,4,1,0
122048,1,6,0,4,4,1,0
124641,1,6,0,7,8,1,8
50674,1,3,4,3,5,1,5
84823,1,5,6,4,4,1,5
79038,1,4,5,3,4,2,5
132194,1,7,1,5,5,1,9
83203,1,4,5,3,4,1,8
133903,1,7,1,7,7,1,1
47749,1,3,4,5,5,1,8
30205,1,2,3,3,3,1,8
3287,1,1,2,7,7,1,1
146791,1,7,1,3,3,1,2
59173,1,3,4,8,2,2,8
113745,1,6,0,6,6,1,3
118431,1,6,0,3,3,1,3
86781,1,5,6,3,5,2,0
98695,1,5,6,3,4,2,8
124992,1,6,0,8,1,1,8
63929,1,3,4,4,4,1,4
119389,1,6,0,6,7,1,8
126198,1,6,0,7,8,1,0
41558,1,2,3,7,8,1,0
32127,1,2,3,3,6,2,7
22886,1,2,3,3,4,2,3
79108,1,4,5,7,7,1,0
88858,1,5,6,7,8,1,8
48724,1,3,4,4,5,1,3
150008,1,7,1,6,6,1,8
142520,1,7,1,2,3,1,8
140747,1,7,1,7,8,2,8
58588,1,3,4,5,6,1,9
33612,1,2,3,5,5,1,9
55207,1,3,4,7,8,1,3
105819,1,5,6,8,1,1,8
53643,1,3,4,3,4,2,3
139671,1,7,1,7,8,1,3
42091,1,2,3,6,7,1,3
138323,1,7,1,7,8,1,0
90494,1,5,6,3,4,1,8
119259,1,6,0,6,7,1,8
124200,1,6,0,7,8,1,8
81155,1,4,5,7,8,1,0
74801,1,4,5,5,6,1,0
34240,1,2,3,4,5,1,9
46709,1,3,4,3,3,1,8
36249,1,2,3,5,6,1,1
145508,1,7,1,5,5,1,8
135869,1,7,1,5,6,2,3
35307,1,2,3,3,3,1,9
5746,1,1,2,6,7,1,0
49344,1,3,4,6,6,1,9
101007,1,5,6,4,4,1,9
55059,1,3,4,4,4,1,3
14231,1,1,2,4,5,1,0
89401,1,5,6,5,6,1,8
16301,1,1,2,3,6,2,1
90056,1,5,6,4,4,1,8
121605,1,6,0,3,3,1,0
21040,1,2,3,4,6,2,1
106203,1,5,6,6,3,3,8
37028,1,2,3,8,8,1,0
80412,1,4,5,4,6,2,1
128943,1,6,0,2,3,1,8
47012,1,3,4,2,3,2,8
114950,1,6,0,3,4,1,5
119098,1,6,0,5,5,1,8
11906,1,1,2,5,6,2,9
82855,1,4,5,4,5,1,8
106375,1,5,6,6,7,1,0
58874,1,3,4,2,3,1,9
59135,1,3,4,7,8,1,8
68449,1,4,5,8,1,2,8
88318,1,5,6,5,6,1,3
26459,1,2,3,3,3,1,9
146179,1,7,1,3,3,1,3
90116,1,5,6,4,4,1,8
140024,1,7,1,7,8,1,3
137057,1,7,1,3,3,1,3
48257,1,3,4,3,4,1,8
139452,1,7,1,5,7,2,3
92039,1,5,6,3,4,2,0
143158,1,7,1,2,3,1,2
139521,1,7,1,3,4,2,3
100343,1,5,6,8,8,1,9
128094,1,6,0,5,6,1,3
23642,1,2,3,7,8,1,3
124780,1,6,0,7,8,1,8
78013,1,4,5,3,4,1,9
39424,1,2,3,7,8,1,8
81106,1,4,5,8,1,1,0
29857,1,2,3,8,8,1,3
44137,1,3,4,8,2,2,7
16311,1,1,2,3,4,1,1
107082,1,6,0,3,3,1,9
35936,1,2,3,6,7,1,6
28710,1,2,3,3,4,1,0
109016,1,6,0,5,5,1,9
15753,1,1,2,7,8,1,0
674,1,1,2,4,5,1,9
101852,1,5,6,3,3,2,9
18842,1,1,2,7,8,1,8
64987,1,4,5,5,7,1,8
72362,1,4,5,4,6,1,8
70694,1,4,5,4,4,1,0
95107,1,5,6,1,2,2,3
115304,1,6,0,3,3,1,2
138875,1,7,1,7,8,1,7
65374,1,4,5,3,3,1,0
81398,1,4,5,4,5,2,3
31596,1,2,3,6,7,1,0
141217,1,7,1,7,7,1,8
110132,1,6,0,5,6,2,0
142891,1,7,1,4,5,1,0
104899,1,5,6,1,2,2,0
55002,1,3,4,7,8,1,3
15585,1,1,2,7,8,2,2
15267,1,1,2,4,4,1,0
24452,1,2,3,5,6,1,3
115564,1,6,0,4,7,2,2
109025,1,6,0,5,5,1,9
93721,1,5,6,7,8,1,3
66970,1,4,5,6,6,1,0
127762,1,6,0,8,8,1,4
18905,1,1,2,5,6,1,8
55686,1,3,4,5,6,1,3
43234,1,3,4,6,6,1,1
73868,1,4,5,6,7,1,9
121128,1,6,0,6,7,2,9
708,1,1,2,5,6,2,9
80793,1,4,5,3,4,1,0
141581,1,7,1,6,6,2,8
16144,1,1,2,7,8,1,1
96034,1,5,6,2,3,1,3
39098,1,2,3,3,4,1,8
147662,1,7,1,4,5,2,0
143890,1,7,1,6,8,2,0
16701,1,1,2,6,7,1,0
87742,1,5,6,8,8,1,1
119858,1,6,0,5,5,1,8
53925,1,3,4,4,4,2,3
97752,1,5,6,3,5,2,0
35250,1,2,3,6,7,1,9
61404,1,3,4,5,6,1,8
88558,1,5,6,7,8,1,3
4639,1,1,2,6,7,1,8
48413,1,3,4,6,7,1,0
136639,1,7,1,6,7,1,3
60219,1,3,4,4,4,1,0
27717,1,2,3,6,6,1,0
114251,1,6,0,4,5,1,3
3870,1,1,2,6,6,1,3
41037,1,2,3,5,7,2,8
45718,1,3,4,6,7,1,3
107991,1,6,0,3,4,1,9
106872,1,5,6,5,5,1,3
15686,1,1,2,2,4,2,2
55108,1,3,4,5,6,1,3
101713,1,5,6,6,7,1,9
71141,1,4,5,4,5,2,0
22181,1,2,3,6,7,1,0
45152,1,3,4,4,4,1,3
72646,1,4,5,3,5,2,9
89733,1,5,6,2,3,1,8
5595,1,1,2,6,6,1,8
46227,1,3,4,5,6,1,8
134850,1,7,1,8,2,2,3
136007,1,7,1,4,5,1,3
76770,1,4,5,3,5,1,3
137634,1,7,1,5,5,1,0
112818,1,6,0,7,8,1,3
86647,1,5,6,4,5,1,0
146949,1,7,1,6,6,1,0
117610,1,6,0,4,5,1,0
2111,1,1,2,3,3,1,1
105299,1,5,6,7,8,1,3
73777,1,4,5,3,3,1,9
83935,1,4,5,5,6,1,8
5219,1,1,2,7,7,1,8
81939,1,4,5,7,8,2,3
49657,1,3,4,5,6,1,9
27295,1,2,3,4,4,1,8
50268,1,3,4,7,8,1,9
128169,1,6,0,5,6,2,3
40331,1,2,3,5,6,1,8
6006,1,1,2,3,3,1,3
72744,1,4,5,5,6,1,9
56726,1,3,4,6,7,1,9
13481,1,1,2,3,4,1,1
135110,1,7,1,7,8,2,3
131588,1,7,1,4,5,1,9
52562,1,3,4,6,7,1,1
72868,1,4,5,4,5,1,9
28101,1,2,3,3,4,2,2
126338,1,6,0,6,7,1,2
124289,1,6,0,8,1,1,8
70526,1,4,5,4,5,1,0
131986,1,7,1,4,4,1,9
91468,1,5,6,4,4,1,0
75442,1,4,5,3,4,2,0
114075,1,6,0,6,6,1,3
16264,1,1,2,6,8,2,1
59396,1,3,4,7,7,1,0
77287,1,4,5,3,3,1,0
18511,1,1,2,3,3,1,8
143422,1,7,1,7,8,1,2
8864,1,1,2,4,6,2,3
103256,1,5,6,6,6,1,0
134740,1,7,1,5,6,1,7
47211,1,3,4,7,8,2,8
41418,1,2,3,5,7,2,8
95511,1,5,6,8,3,2,3
50463,1,3,4,3,4,1,9
106915,1,5,6,6,7,1,3
31243,1,2,3,8,3,2,0
66793,1,4,5,4,4,1,0
86763,1,5,6,7,7,1,0
114951,1,6,0,4,5,1,5
146004,1,7,1,7,7,1,3
54317,1,3,4,5,6,1,3
13563,1,1,2,5,5,1,1
19179,1,1,2,5,5,1,8
55400,1,3,4,5,6,1,3
40940,1,2,3,8,2,2,8
63748,1,3,4,4,5,1,4
55800,1,3,4,7,8,1,3
82449,1,4,5,6,7,2,3
94387,1,5,6,5,6,1,3
61791,1,3,4,7,7,1,8
49786,1,3,4,2,3,1,9
132137,1,7,1,6,7,1,9
3248,1,1,2,3,4,1,0
129393,1,6,0,6,6,1,3
98798,1,5,6,4,6,2,8
120816,1,6,0,5,5,1,9
138228,1,7,1,2,3,1,0
7623,1,1,2,6,7,1,0
37071,1,2,3,3,3,1,0
138431,1,7,1,4,4,1,0
12592,1,1,2,5,5,1,9
50231,1,3,4,5,5,1,9
146183,1,7,1,3,4,1,3
136430,1,7,1,3,4,2,3
11959,1,1,2,2,3,1,9
103232,1,5,6,3,3,1,0
90350,1,5,6,7,7,1,8
54295,1,3,4,3,4,1,3
31409,1,2,3,5,5,1,0
121275,1,6,0,7,8,1,8
18928,1,1,2,8,8,1,8
43111,1,3,4,8,8,1,1
96877,1,5,6,5,5,1,0
111070,1,6,0,4,5,1,0
13896,1,1,2,4,6,2,0
48313,1,3,4,4,4,1,8
7978,1,1,2,6,7,1,7
9956,1,1,2,6,6,1,8
53575,1,3,4,6,7,2,3
135000,1,7,1,3,4,2,3
86024,1,5,6,7,8,1,1
132549,1,7,1,6,7,1,9
135247,1,7,1,8,8,1,3
33942,1,2,3,6,7,2,9
28513,1,2,3,5,6,1,0
30594,1,2,3,4,4,1,0
51709,1,3,4,4,5,1,0
134174,1,7,1,7,3,2,0
101792,1,5,6,5,6,1,9
131371,1,7,1,8,8,1,9
22379,1,2,3,2,3,1,0
6637,1,1,2,7,8,1,0
137747,1,7,1,4,4,1,0
58811,1,3,4,4,5,1,9
44301,1,3,4,7,8,1,3
32878,1,2,3,3,4,1,9
137616,1,7,1,8,8,1,0
14967,1,1,2,4,4,1,3
92368,1,5,6,5,6,1,0
68853,1,4,5,2,3,2,8
28640,1,2,3,3,4,1,0
12071,1,1,2,7,8,1,9
108833,1,6,0,5,7,2,9
88034,1,5,6,6,6,1,3
108749,1,6,0,5,5,1,9
71845,1,4,5,2,3,1,7
130090,1,7,1,7,8,1,9
14221,1,1,2,6,7,1,0
140552,1,7,1,4,5,1,8
31641,1,2,3,5,6,2,0
107703,1,6,0,7,7,1,9
32500,1,2,3,3,4,1,8
65914,1,4,5,6,7,1,0
19221,1,1,2,4,4,1,8
59695,1,3,4,8,8,1,0
76291,1,4,5,8,8,1,4
5198,1,1,2,4,5,1,8
94531,1,5,6,6,7,1,3
54132,1,3,4,3,4,2,3
140819,1,7,1,3,5,2,8
89040,1,5,6,4,5,1,8
139590,1,7,1,5,8,2,3
120326,1,6,0,4,4,1,3
30962,1,2,3,4,4,1,0
94778,1,5,6,3,4,1,3
46670,1,3,4,7,8,1,8
128809,1,6,0,2,3,1,8
112877,1,6,0,7,8,1,3
102972,1,5,6,5,5,1,9
29361,1,2,3,4,5,1,4
144718,1,7,1,3,4,1,8
133735,1,7,1,8,8,1,0
55265,1,3,4,5,6,2,3
97766,1,5,6,6,6,1,0
19893,1,2,3,6,6,1,5
136043,1,7,1,4,5,2,3
15844,1,1,2,4,5,1,0
125609,1,6,0,7,7,1,8
47790,1,3,4,4,4,2,8
118605,1,6,0,4,5,1,3
60274,1,3,4,3,6,2,0
76527,1,4,5,4,6,2,3
72319,1,4,5,6,7,1,8
125250,1,6,0,5,5,1,8
84221,1,4,5,3,4,1,8
42138,1,2,3,4,5,1,3
93840,1,5,6,4,5,1,3
86926,1,5,6,8,2,2,0
94844,1,5,6,5,5,1,3
91115,1,5,6,3,3,1,0
100615,1,5,6,3,4,2,9
110220,1,6,0,7,8,1,8
118498,1,6,0,5,6,1,3
22374,1,2,3,7,7,1,0
75777,1,4,5,4,5,1,0
123650,1,6,0,6,7,1,8
137607,1,7,1,5,6,1,0
59028,1,3,4,2,3,1,3
30275,1,2,3,5,6,2,8
36682,1,2,3,1,4,2,0
99698,1,5,6,8,1,1,9
87810,1,5,6,7,8,1,1
53689,1,3,4,7,7,1,3
67140,1,4,5,7,7,1,1
60769,1,3,4,4,6,2,0
30764,1,2,3,6,7,1,0
98623,1,5,6,8,3,2,8
113533,1,6,0,7,7,2,3
59243,1,3,4,8,2,2,8
75540,1,4,5,4,4,1,0
90174,1,5,6,6,6,1,8
128179,1,6,0,6,7,1,3
138325,1,7,1,5,6,1,0
145646,1,7,1,5,5,1,8
54976,1,3,4,7,8,1,3
1078,1,1,2,6,6,1,0
7801,1,1,2,6,7,2,7
111187,1,6,0,7,7,1,0
86292,1,5,6,5,7,2,1
77778,1,4,5,5,6,2,9
142211,1,7,1,3,4,1,9
55218,1,3,4,8,8,1,3
28030,1,2,3,5,7,2,2
488,1,1,2,8,8,1,9
97615,1,5,6,3,5,2,0
127139,1,6,0,5,5,1,0
45685,1,3,4,5,5,1,3
94657,1,5,6,4,6,2,3
122562,1,6,0,5,6,1,0
125532,1,6,0,3,4,1,8
81510,1,4,5,3,4,2,3
118119,1,6,0,4,4,1,3
117612,1,6,0,4,4,1,0
12038,1,1,2,3,3,1,9
23465,1,2,3,7,8,2,3
24953,1,2,3,4,5,1,8
143931,1,7,1,5,6,2,0
135104,1,7,1,7,7,1,3
106755,1,5,6,8,8,1,3
29880,1,2,3,6,6,1,3
102154,1,5,6,7,1,2,9
94717,1,5,6,5,7,2,3
60492,1,3,4,2,4,2,0
123551,1,6,0,3,4,1,8
69084,1,4,5,6,6,1,8
117307,1,6,0,2,3,1,0
69194,1,4,5,7,8,1,8
23064,1,2,3,4,5,1,3
12916,1,1,2,4,4,1,0
105108,1,5,6,7,8,2,7
50278,1,3,4,3,3,1,9
133429,1,7,1,2,3,1,8
33389,1,2,3,5,6,1,9
102327,1,5,6,6,6,1,9
27065,1,2,3,6,7,1,3
16461,1,1,2,4,6,2,1
1922,1,1,2,4,4,1,1
75116,1,4,5,2,4,2,2
115089,1,6,0,3,3,1,0
39746,1,2,3,3,4,1,8
96478,1,5,6,5,5,1,8
87345,1,5,6,2,3,1,0
78436,1,4,5,4,5,1,9
105675,1,5,6,5,7,2,8
102550,1,5,6,6,7,1,9
35973,1,2,3,3,3,1,6
128989,1,6,0,3,4,1,8
47716,1,3,4,3,5,2,8
146545,1,7,1,3,3,1,2
24413,1,2,3,5,5,1,3
138929,1,7,1,7,7,1,7
6872,1,1,2,5,6,1,0
124318,1,6,0,6,7,1,8
124871,1,6,0,6,7,1,8
81407,1,4,5,6,3,3,3
23256,1,2,3,6,7,1,3
22990,1,2,3,8,1,1,3
35586,1,2,3,5,6,2,0
100616,1,5,6,6,8,2,9
10141,1,1,2,4,4,1,9
121203,1,6,0,5,6,1,8
70235,1,4,5,2,3,1,0
121583,1,6,0,4,5,1,0
71140,1,4,5,5,6,2,0
69991,1,4,5,8,8,1,8
26582,1,2,3,3,3,1,9
127989,1,6,0,8,2,2,3
43593,1,3,4,7,8,1,0
89339,1,5,6,7,7,1,8
129821,1,7,1,3,4,1,9
81636,1,4,5,7,7,1,3
119033,1,6,0,8,8,1,8
89202,1,5,6,6,6,2,8
73148,1,4,5,7,8,1,9
119201,1,6,0,6,6,1,8
69940,1,4,5,6,6,1,3
46319,1,3,4,6,6,1,8
8546,1,1,2,5,6,1,3
136368,1,7,1,2,3,1,3
100169,1,5,6,4,5,1,9
150530,1,7,1,6,7,1,3
17394,1,1,2,5,5,1,0
5677,1,1,2,4,5,1,0
64425,1,3,4,3,3,1,3
64256,1,3,4,4,5,1,0
114309,1,6,0,3,4,1,3
13658,1,1,2,3,4,1,0
56309,1,3,4,7,8,1,8
95097,1,5,6,5,6,1,3
89842,1,5,6,7,8,1,8
132024,1,7,1,7,7,1,9
11535,1,1,2,4,5,1,9
125671,1,6,0,5,6,1,8
134314,1,7,1,5,5,1,0
64955,1,4,5,4,5,1,8
3465,1,1,2,4,5,1,3
120488,1,6,0,8,8,1,9
94145,1,5,6,5,6,1,3
108799,1,6,0,5,6,1,9
68903,1,4,5,5,6,1,8
102939,1,5,6,6,6,1,9
133204,1,7,1,4,4,1,0
